num_tokens,num_palabras,num_oraciones,num_verbs,num_nouns,num_adjs,num_advs,num_entidades,longitud_promedio_oracion,densidad_verbos,densidad_sustantivos,densidad_entidades,modelo,benchmark,label_gold_binaria,prompt
111,93,5,9,9,5,4,9,22.2,0.08108108108108109,0.08108108108108109,0.08108108108108109,llama3-latest,halueval,0,When was the president of Sudan and head of the National Congress Party born who was ordered to arrest by Stevan Arnold Majiedt?
229,151,10,11,30,14,3,42,22.9,0.048034934497816595,0.13100436681222707,0.18340611353711792,llama3-latest,halueval,0,which American football coach led USC Trojans football team
45,33,2,3,10,3,1,6,22.5,0.06666666666666667,0.2222222222222222,0.13333333333333333,llama3-latest,halueval,0,Clic is a 1974 album whose music has stylistic similarities with an American composer widely regarded as one of the most influential musicians of what?
36,28,2,2,5,4,0,4,18.0,0.05555555555555555,0.1388888888888889,0.1111111111111111,llama3-latest,halueval,0,How old is the female main protagonist of Catching Fire?
123,100,4,10,13,6,4,14,30.75,0.08130081300813008,0.10569105691056911,0.11382113821138211,llama3-latest,halueval,0,John le Carré worked for a UK service bound by what?
52,42,3,6,4,2,1,7,17.333333333333332,0.11538461538461539,0.07692307692307693,0.1346153846153846,llama3-latest,halueval,0,What company has Hannes Mór Smárason worked for that is headquartered at Keflavík International Airport ? 
74,52,4,4,6,3,1,6,18.5,0.05405405405405406,0.08108108108108109,0.08108108108108109,llama3-latest,halueval,0,Who was the director of the movie that Dug's Special Mission is included with on DVD?
126,97,7,11,14,5,5,18,18.0,0.0873015873015873,0.1111111111111111,0.14285714285714285,llama3-latest,halueval,0,Rudolf and Frosty's Christmas in July contained the character Frost the Snowman. In what year did the character Frost the Snowman first appear on television?
88,73,4,7,21,3,2,10,22.0,0.07954545454545454,0.23863636363636365,0.11363636363636363,llama3-latest,halueval,0,The luxury watch company Longines is currently owned by a company founded by who?
174,143,9,17,33,14,7,13,19.333333333333332,0.09770114942528736,0.1896551724137931,0.07471264367816093,llama3-latest,halueval,0,Worker: Which animal which is white in winter and brown in summer lives throughout the Arctic and can trace its roots to an extinct animal that lived in the Himalayas?
181,136,8,16,12,3,3,25,22.625,0.08839779005524862,0.06629834254143646,0.13812154696132597,llama3-latest,halueval,0,"What was the score of Philadelphia Eagles after the year of the team not reaching the Super Bowl, despite being favored in the final two NFC title games?"
58,49,3,5,5,1,2,8,19.333333333333332,0.08620689655172414,0.08620689655172414,0.13793103448275862,llama3-latest,halueval,0,What town did the 2013 Maine Black Bears football team play their home games in?
54,42,4,5,4,3,0,6,13.5,0.09259259259259259,0.07407407407407407,0.1111111111111111,llama3-latest,halueval,0,"What was the 2002 album by the Canadian artist born on June 1, 1974?"
64,54,2,5,9,3,1,8,32.0,0.078125,0.140625,0.125,llama3-latest,halueval,0,The stadium at which Lara Filocamo debuted is located in the inner-western suburbs of which Australian City?
78,64,2,7,10,8,1,7,39.0,0.08974358974358974,0.1282051282051282,0.08974358974358974,llama3-latest,halueval,0,What commercial starring Vinny Warren first debuted during Monday Night Football in December of 1999?
46,40,2,2,5,0,0,7,23.0,0.043478260869565216,0.10869565217391304,0.15217391304347827,llama3-latest,halueval,0,"The Carrington House is a bungalow located in the hamlet of Cherry Grove in which US state, it is typical of early buildings on Fire Island, the large center island of the outer barrier islands parallel to the south shore of Long Island?"
23,17,1,2,2,1,0,4,23.0,0.08695652173913043,0.08695652173913043,0.17391304347826086,llama3-latest,halueval,0,Who was the acting mayor of Detroit when Hazen S. Pingree resigned from office in 1897?
108,88,5,14,15,6,1,6,21.6,0.12962962962962962,0.1388888888888889,0.05555555555555555,llama3-latest,halueval,0,"How much did the movie whose prequel is the novel ""Jumper: Griffin's Story"" make in its opening weekend?"
91,63,6,4,7,6,1,14,15.166666666666666,0.04395604395604396,0.07692307692307693,0.15384615384615385,llama3-latest,halueval,0,Were the bands Rapeman and Chumbawamba founded in the same country?
15,11,1,1,1,0,0,3,15.0,0.06666666666666667,0.06666666666666667,0.2,llama3-latest,halueval,0,The Ocean Cleanup is a foundation founded by a man born in what year?
132,102,6,6,22,3,4,15,22.0,0.045454545454545456,0.16666666666666666,0.11363636363636363,llama3-latest,halueval,0,"The 1920 NCAA football season had no clear-cut champion, with the ""Official NCAA Division I Football Records Book"" listing California, Georgia, Harvard, Notre Dame, and Princeton as national champions, Notre Dame was led by its first Walter Camp All-American, nicknamed ""The Gipper"", who died before the year was over, his name?"
48,41,2,3,5,1,0,6,24.0,0.0625,0.10416666666666667,0.125,llama3-latest,halueval,0,What is the Real name of the person who collaborated with SCE London Studio to develop Wonderbook: Book of Potions?
32,26,2,1,5,2,1,5,16.0,0.03125,0.15625,0.15625,llama3-latest,halueval,0,David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?
163,132,7,15,36,10,5,18,23.285714285714285,0.09202453987730061,0.22085889570552147,0.11042944785276074,llama3-latest,halueval,0,Which company started life running streetcars in the early 1900's and now operates hydroelectric dams?
31,22,2,1,4,0,2,5,15.5,0.03225806451612903,0.12903225806451613,0.16129032258064516,llama3-latest,halueval,0,"Andrew James Stockdale was featured on the 2010 single ""By the Sword"" by what British-American musician and songwriter who is best known as the lead guitarist of Guns N' Roses?"
49,36,4,2,6,3,0,6,12.25,0.04081632653061224,0.12244897959183673,0.12244897959183673,llama3-latest,halueval,0,The Jungle Book: Alive with magic and Rivers Of Light are both nighttime shows at?
152,119,6,12,17,4,3,16,25.333333333333332,0.07894736842105263,0.1118421052631579,0.10526315789473684,llama3-latest,halueval,0,Which team did the head coach of the 1985 Oklahoma Sooners lead to a Super Bowl victory ?
243,168,8,15,50,17,4,19,30.375,0.06172839506172839,0.205761316872428,0.07818930041152264,llama3-latest,halueval,0,"W. B. Yeats and Halldór Laxness, share which literary type history?"
106,70,8,5,13,6,1,17,13.25,0.04716981132075472,0.12264150943396226,0.16037735849056603,llama3-latest,halueval,0,In which films does Disha Patani who starred in M.S. Dhoni: The Untold Story appear?
67,56,4,9,10,4,1,1,16.75,0.13432835820895522,0.14925373134328357,0.014925373134328358,llama3-latest,halueval,0,Lenny Young is a collaborator on the stop motion film released in what year?
110,77,6,4,19,8,0,11,18.333333333333332,0.03636363636363636,0.17272727272727273,0.1,llama3-latest,halueval,0,"Die Meistersinger von Nürnberg and Iphigénie en Aulide, are which type of music drama?"
145,114,6,10,26,9,5,15,24.166666666666668,0.06896551724137931,0.1793103448275862,0.10344827586206896,llama3-latest,halueval,0,Are  Jean Cocteau and Bernard Cornwell both writers and authors?
201,133,6,16,19,12,0,23,33.5,0.07960199004975124,0.0945273631840796,0.11442786069651742,llama3-latest,halueval,0,"The Wilton Circle were an influential group of 16th-century English poets, led by a poet born in what year ?"
169,136,7,14,32,16,3,14,24.142857142857142,0.08284023668639054,0.1893491124260355,0.08284023668639054,llama3-latest,halueval,0,"What type of publication is The Nation, published in the United States with political and cultural news and Humbug edited by Harvey Kurtzman which features various artifacts of popular culture?"
92,66,5,7,13,5,2,9,18.4,0.07608695652173914,0.14130434782608695,0.09782608695652174,llama3-latest,halueval,0,Celebration was recorded by the singer who was a leading presence when what cable channel premiered?
41,34,2,5,4,1,1,7,20.5,0.12195121951219512,0.0975609756097561,0.17073170731707318,llama3-latest,halueval,0,"This U.S. state's oldest school, Berwick Academy, overlooks the Salmon Falls River which forms part of the state border with New Hampshire. Name the state."
287,233,10,28,42,27,4,23,28.7,0.0975609756097561,0.14634146341463414,0.08013937282229965,llama3-latest,halueval,0,"Where is the chain of bookstores located that claims to be the largest independent new and used bookstore in the world and has #1 best-selling small press title of 2013, 2014, and 2015 ""The Do-It-Yourself Guide to Fighting the Big Motherf*ckin' Sad""?"
162,129,8,17,21,15,6,12,20.25,0.10493827160493827,0.12962962962962962,0.07407407407407407,llama3-latest,halueval,0,"In what division is Nicolas Dalby competing in, in the American mixed martial arts organization which features the top-ranked fighters of the sport?"
61,49,3,6,15,5,0,5,20.333333333333332,0.09836065573770492,0.2459016393442623,0.08196721311475409,llama3-latest,halueval,0,"Sam Goody, who was run by Musicland Group, Inc., filed bankrupcy in which year?"
60,44,4,4,8,3,3,9,15.0,0.06666666666666667,0.13333333333333333,0.15,llama3-latest,halueval,0,"What is the title of the eighth studio album of the alternative rock/metal band who released the single ""Through the Iris"" in 2006?"
52,46,3,6,7,4,0,4,17.333333333333332,0.11538461538461539,0.1346153846153846,0.07692307692307693,llama3-latest,halueval,0,What is the middle name of Beate Clausdatter Bille's Son ?
103,72,3,8,13,4,2,17,34.333333333333336,0.07766990291262135,0.1262135922330097,0.1650485436893204,llama3-latest,halueval,0,Universal Monsters was a concept that began with the silent films starring which American stage actor?
162,125,8,21,29,15,2,9,20.25,0.12962962962962962,0.17901234567901234,0.05555555555555555,llama3-latest,halueval,0,"What technique, taught by Nelly Ben-Or, is an educational process that attempts to develop the ability to avoid unnecessary muscular tension by retraining physical movement reactions?"
119,93,4,16,16,2,5,6,29.75,0.13445378151260504,0.13445378151260504,0.05042016806722689,llama3-latest,halueval,0,What song did Lisbeth Scott co-write and perform for a movie which grossed nearly 6 times its budget despite generally negative reviews?
47,33,2,5,5,1,5,6,23.5,0.10638297872340426,0.10638297872340426,0.1276595744680851,llama3-latest,halueval,0,Whose album was Red?
34,22,2,2,5,0,0,5,17.0,0.058823529411764705,0.14705882352941177,0.14705882352941177,llama3-latest,halueval,0,"What is the name of this 1998 British-American crime comedy film, whose soundtrack included Lujon?"
123,97,4,12,8,3,5,14,30.75,0.0975609756097561,0.06504065040650407,0.11382113821138211,llama3-latest,halueval,0,"Who has been nominated for less Academy Awards, Todd Field or Mika Kaurismäki?"
60,45,4,3,13,10,0,6,15.0,0.05,0.21666666666666667,0.1,llama3-latest,halueval,0,"Gândul Mâței and KMFDM, are what type of musical organization?"
77,57,4,3,7,2,0,15,19.25,0.03896103896103896,0.09090909090909091,0.19480519480519481,llama3-latest,halueval,0,"Which EGOT winning American composer composed Sunshine, Lollipops and Rainbows?"
19,15,1,1,2,0,0,4,19.0,0.05263157894736842,0.10526315789473684,0.21052631578947367,llama3-latest,halueval,0,"What Football player for the USC Trojans was born on May 11, 1983?"
49,39,3,4,11,1,0,4,16.333333333333332,0.08163265306122448,0.22448979591836735,0.08163265306122448,llama3-latest,halueval,0,The TV campaign for the brand No7 uses a tune by a singer born in what city?
31,27,1,3,2,1,0,7,31.0,0.0967741935483871,0.06451612903225806,0.22580645161290322,llama3-latest,halueval,0,"Which Grade I listed building in Dorset, England was designed by the same designer as Blenheim Palace and Castle Howard? "
56,43,3,1,11,6,1,9,18.666666666666668,0.017857142857142856,0.19642857142857142,0.16071428571428573,llama3-latest,halueval,0,"What is the nationality of the star of ""The Look of Love""?"
83,67,4,9,8,9,1,6,20.75,0.10843373493975904,0.0963855421686747,0.07228915662650602,llama3-latest,halueval,0,"What cultural region in County Galway, Ireland, is where Irish writer of thrillers and television screenplays, Manning O'Brine, was born?"
238,179,9,15,41,27,7,19,26.444444444444443,0.06302521008403361,0.1722689075630252,0.07983193277310924,llama3-latest,halueval,0,Did Ali ibn Sahl Rabban al-Tabari or Muhammad Yunus produce one of the first enclyclopedias of medicine?
32,23,1,2,2,0,0,7,32.0,0.0625,0.0625,0.21875,llama3-latest,halueval,0,the 1989 Eurovision Song Contest took place in a city situated on the shores of which lake ?
146,112,7,10,23,6,4,12,20.857142857142858,0.0684931506849315,0.15753424657534246,0.0821917808219178,llama3-latest,halueval,0,"When was the American fitness guru, actor, and comedian born who is known for his eccentric, flamboyant, and energetic personality and also a star of Rudolph the Red-Nosed Reindeer: The Movie?"
93,62,4,7,5,3,5,15,23.25,0.07526881720430108,0.053763440860215055,0.16129032258064516,llama3-latest,halueval,0,"For how many seasons was the running back that Barry Redden was overshadowed by, play in?"
103,73,3,7,19,5,1,8,34.333333333333336,0.06796116504854369,0.18446601941747573,0.07766990291262135,llama3-latest,halueval,0,"In which year was this American actor, director, writer, producer, dancer and musician born who directed the film ""One, Two, Many?"""
25,20,1,3,0,0,1,4,25.0,0.12,0.0,0.16,llama3-latest,halueval,0,the Vancouver Expedition was led by a captain born in which year ?
55,46,2,2,7,1,0,4,27.5,0.03636363636363636,0.12727272727272726,0.07272727272727272,llama3-latest,halueval,0,What is the name of the city that is home to the airport which is a terminus of the Central Link Line which includes Mount Baker station?
80,66,4,7,11,4,2,7,20.0,0.0875,0.1375,0.0875,llama3-latest,halueval,0,"Air Vice Marshal Christopher James ""Chris"" Luckwas Commandant of a college that was established as the worlds first what? "
57,44,4,8,5,0,4,7,14.25,0.14035087719298245,0.08771929824561403,0.12280701754385964,llama3-latest,halueval,0,"Kellas, Moray is a village that gave its name to a feline that was first discovered in what year?"
59,45,3,4,4,2,0,10,19.666666666666668,0.06779661016949153,0.06779661016949153,0.1694915254237288,llama3-latest,halueval,0,Jason Pinkston played his entire football career for an NFL team that plays their home games at what stadium?
32,24,3,4,3,0,0,3,10.666666666666666,0.125,0.09375,0.09375,llama3-latest,halueval,0,What is the nickname for this United States drag racer who drove Brutus?
58,50,4,3,6,7,1,9,14.5,0.05172413793103448,0.10344827586206896,0.15517241379310345,llama3-latest,halueval,0,"In what region of Africa is the country where the  Tartit (meaning ""union""), band from the Tombouctou Region were formed located?"
201,174,8,23,36,10,10,8,25.125,0.11442786069651742,0.1791044776119403,0.03980099502487562,llama3-latest,halueval,0,"Which breed of dog is extinct, the Bracco Italiano or the St. John's water dog?"
64,45,4,4,11,4,1,5,16.0,0.0625,0.171875,0.078125,llama3-latest,halueval,0,"When is the cast in The Guardians born that is a South Korean singer, actor, fashion designer and television presenter?"
144,117,5,13,24,8,4,12,28.8,0.09027777777777778,0.16666666666666666,0.08333333333333333,llama3-latest,halueval,0,Hank Azaria joined what cartoon as a voice actor 10 years before acting in Mystery Men?
99,71,5,8,12,1,1,10,19.8,0.08080808080808081,0.12121212121212122,0.10101010101010101,llama3-latest,halueval,0,Kevin Smith was a member of a team that defeated what American Football Conference champions?
181,148,8,18,24,9,1,25,22.625,0.09944751381215469,0.13259668508287292,0.13812154696132597,llama3-latest,halueval,0,What island has parts leased to Macau and a bridge to Macau?
43,32,2,3,8,4,0,3,21.5,0.06976744186046512,0.18604651162790697,0.06976744186046512,llama3-latest,halueval,0,"The comedian who starred in ""The Librarian: Return to King Solomon's Mines"" made his debut during which 1960s show?"
86,74,4,9,16,3,0,12,21.5,0.10465116279069768,0.18604651162790697,0.13953488372093023,llama3-latest,halueval,0,Which American distance runner who died in an automobile accident in Oregon had a trail named after him?
128,111,6,15,27,4,1,10,21.333333333333332,0.1171875,0.2109375,0.078125,llama3-latest,halueval,0,Who was Brent Bennet's associate implicated alongside him in a human rights case regarding a jail in Afghanistan?
38,22,1,1,3,0,0,6,38.0,0.02631578947368421,0.07894736842105263,0.15789473684210525,llama3-latest,halueval,0,Der Kirschgarten is based on the German translation of the play by the playwright of what nationality?
57,45,2,2,12,6,0,4,28.5,0.03508771929824561,0.21052631578947367,0.07017543859649122,llama3-latest,halueval,0,When did the founder of the Westboro Baptist Church die?
17,16,1,1,3,2,0,3,17.0,0.058823529411764705,0.17647058823529413,0.17647058823529413,llama3-latest,halueval,0,"The Roots of Coincidence is a 1972 book by Arthur Koestler, an introduction to theories of parapsychology, including extrasensory perception and psychokinesis, it is influenced by Carl Jung's concept of synchronicity, Jung, was a Swiss psychiatrist and psychoanalyst who founded analytical psychology, as a notable research scientist based at the famous Burghölzli hospital, under who?"
57,47,3,6,10,3,3,5,19.0,0.10526315789473684,0.17543859649122806,0.08771929824561403,llama3-latest,halueval,0,In what month is the traditional fish dish served at a festival in Kansas?
106,91,5,11,6,4,5,14,21.2,0.10377358490566038,0.05660377358490566,0.1320754716981132,llama3-latest,halueval,0,When was the college headed by William Drea Adams in 1997 founded?
140,115,5,16,21,11,1,10,28.0,0.11428571428571428,0.15,0.07142857142857142,llama3-latest,halueval,0,What is the seating capacity of the stadium in which The 1988 Soviet Cup Final football match that took place?
45,37,3,2,9,5,0,6,15.0,0.044444444444444446,0.2,0.13333333333333333,llama3-latest,halueval,0,"Shirley Manson and Mark Slaughter, have which mutual occupation?"
143,108,7,13,24,13,2,15,20.428571428571427,0.09090909090909091,0.16783216783216784,0.1048951048951049,llama3-latest,halueval,0,Kim Bo-mi is known for appearing in supporting roles in films and television dramas notably this blockbuster 2011 South Korean comedy-drama film that was directed by who
54,47,2,5,9,4,0,6,27.0,0.09259259259259259,0.16666666666666666,0.1111111111111111,llama3-latest,halueval,0,Who administers the federal law that the California Healthy Families Program implements?
199,177,6,17,34,16,3,24,33.166666666666664,0.08542713567839195,0.1708542713567839,0.12060301507537688,llama3-latest,halueval,0,What entertainment venue was a part of the Northern Soul movement?
111,87,5,7,13,6,5,9,22.2,0.06306306306306306,0.11711711711711711,0.08108108108108109,llama3-latest,halueval,0,Girard city is located in a county with how many inhabitants ?
51,43,3,4,10,6,0,6,17.0,0.0784313725490196,0.19607843137254902,0.11764705882352941,llama3-latest,halueval,0,"Angel Cejudo is an American freestyle wrestler who won the Dave Schultz Memorial International freestyle wrestling tournament, on which date?"
67,50,3,5,6,1,1,8,22.333333333333332,0.07462686567164178,0.08955223880597014,0.11940298507462686,llama3-latest,halueval,0,"Who was the director of the 2009 British thriller film starring the actor who is best known for playing Robert Crawley in ""Downtown Abbey""?"
58,50,2,8,10,2,0,5,29.0,0.13793103448275862,0.1724137931034483,0.08620689655172414,llama3-latest,halueval,0,"This Is Animal Music is the debut studio album by Look Mexico, the album can easily be noted as a beginning for the band's commercial success, as it has sparked attention among major music news sources and has even got the band featured in Alternative Press as a band to look for in which year?"
218,169,11,20,48,18,3,11,19.818181818181817,0.09174311926605505,0.22018348623853212,0.05045871559633028,llama3-latest,halueval,0,"Titan and Balderdash, are which specific type of entertainment?"
64,45,3,4,7,2,2,4,21.333333333333332,0.0625,0.109375,0.0625,llama3-latest,halueval,0,What South Korean sitcom starred a South Korean singer and actress who began her music career at the age of 15?
69,52,4,7,5,1,1,9,17.25,0.10144927536231885,0.07246376811594203,0.13043478260869565,llama3-latest,halueval,0,"Nobody Loves You was written by John Lennon and released on what album that was issued by Apple Records, and was written, recorded, and released during his 18 month separation from Yoko Ono?"
36,30,2,2,4,5,0,5,18.0,0.05555555555555555,0.1111111111111111,0.1388888888888889,llama3-latest,halueval,0,What Indo-American public speaker and advocate was Miss America in 2014?
92,69,3,6,7,2,3,10,30.666666666666668,0.06521739130434782,0.07608695652173914,0.10869565217391304,llama3-latest,halueval,0,What was the nickname of the Brazilian heiress that signed the Lei Aurea?
42,34,2,1,5,4,2,9,21.0,0.023809523809523808,0.11904761904761904,0.21428571428571427,llama3-latest,halueval,0,"Danish ice hockey coach, Olaf Eller, is the father of Danish professional ice hockey player who was drafted by what team in the first round of the 2007 NHL Entry Draft?"
22,16,1,1,4,1,0,3,22.0,0.045454545454545456,0.18181818181818182,0.13636363636363635,llama3-latest,halueval,0,"In what year was the creator of the current arrangement of the ""Simpson's Theme"" born?"
25,19,2,3,3,1,0,3,12.5,0.12,0.12,0.12,llama3-latest,halueval,0,Untamed was the debut album by the singer-songwriter who began her career writing songs for which artist?
78,62,3,7,11,6,0,6,26.0,0.08974358974358974,0.14102564102564102,0.07692307692307693,llama3-latest,halueval,0,"Joie Susannah Lee, is an American screenwriter, film producer and actress, and has appeared in many of the films directed by her brother, Spike Lee, including which 1986, American black-and-white comedy-drama film written, edited and directed by Spike Lee?"
40,27,2,1,6,1,0,4,20.0,0.025,0.15,0.1,llama3-latest,halueval,0,"The single ""Poison"", by The Prodigy, was released as part of an album in what month and year?"
59,47,2,5,8,5,0,7,29.5,0.0847457627118644,0.13559322033898305,0.11864406779661017,llama3-latest,halueval,0,"Which university with which David D. Balam was a research associate is a large public research university located in Victoria, British Columbia, Canada?"
139,112,7,15,16,3,5,16,19.857142857142858,0.1079136690647482,0.11510791366906475,0.11510791366906475,llama3-latest,halueval,0,Where is the headquarters of an ecommerce company founded by someone who worked at an online specialty retailer for baby products?
121,97,6,8,19,17,2,10,20.166666666666668,0.06611570247933884,0.15702479338842976,0.08264462809917356,llama3-latest,halueval,0,"Where does the other offcies of an e-commerce marketplace who's headquarter is  Jaipur, Rajasthan?"
112,92,6,7,23,9,4,7,18.666666666666668,0.0625,0.20535714285714285,0.0625,llama3-latest,halueval,0,Are Samuel Preston and Bryan Ferry in the same profession?
82,62,3,5,14,4,2,11,27.333333333333332,0.06097560975609756,0.17073170731707318,0.13414634146341464,llama3-latest,halueval,0,"Josh Saunders was originally taken in which year's AFL draft, which had five opportunities for players to be selected?"
36,25,1,2,8,1,1,5,36.0,0.05555555555555555,0.2222222222222222,0.1388888888888889,llama3-latest,halueval,0,Film critic Paul Harris appears on commercial radio stations 3AW and 3RRR in which Australian city? 
67,54,3,7,10,3,2,8,22.333333333333332,0.1044776119402985,0.14925373134328357,0.11940298507462686,llama3-latest,halueval,0,Which of the movies that Eteuati Tema worked on had a moon called Pandora?
44,32,3,5,4,3,0,5,14.666666666666666,0.11363636363636363,0.09090909090909091,0.11363636363636363,llama3-latest,halueval,0,The 1932 German football championship Final was played at a stadium that opened in what year?
9,8,1,0,1,0,0,2,9.0,0.0,0.1111111111111111,0.2222222222222222,llama3-latest,halueval,0,Both Phil Dent and John Lloyd were in which profession?
87,74,4,11,12,6,3,4,21.75,0.12643678160919541,0.13793103448275862,0.04597701149425287,llama3-latest,halueval,0,What is the name of this 2003 American psychological horror film directed by Mathieu Kassavitz that was edited by Yannick Kergoat?
109,85,4,3,22,5,5,8,27.25,0.027522935779816515,0.2018348623853211,0.07339449541284404,llama3-latest,halueval,0,Are Stuart Murdoch and Lee Sung-min both singers?
45,36,2,4,7,1,0,8,22.5,0.08888888888888889,0.15555555555555556,0.17777777777777778,llama3-latest,halueval,0,Who plays the primary antagonist in Kenneth Branagh's adaptation of Hamlet?
107,83,7,9,16,10,5,9,15.285714285714286,0.08411214953271028,0.14953271028037382,0.08411214953271028,llama3-latest,halueval,0,"In Norway, Pinnekjøtt, Stick Meat, is a main course dinner dish of lamb or mutton, this dish is largely associated with the celebration of Christmas, served with puréed swede and potatoes, beer and Akvavit, is a flavoured spirit, that has been produced since the 15th century, principally produced in which country?"
93,81,5,5,20,12,0,7,18.6,0.053763440860215055,0.21505376344086022,0.07526881720430108,llama3-latest,halueval,0,"Who wears the football boot made by Nike, said to be for traction and agility, designed for deceptive players, and is a forward for Premier League club Tottenham Hotspur?"
158,126,8,8,25,20,7,12,19.75,0.05063291139240506,0.15822784810126583,0.0759493670886076,llama3-latest,halueval,0,"Wolfgang Amadeus Mozart displayed scatological humour, in his letters and a few recreational compositions, he was baptised as Johannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the which era?"
137,108,6,9,14,13,3,15,22.833333333333332,0.06569343065693431,0.10218978102189781,0.10948905109489052,llama3-latest,halueval,0,"Which breed of dog is most likely to appear at a dog show, the Polish Hunting Dog or the Irish Setter?"
56,48,3,6,7,4,1,8,18.666666666666668,0.10714285714285714,0.125,0.14285714285714285,llama3-latest,halueval,0,Robert Flores was replaced on SportsCenter after September 2009 with which ESPN anchor?
96,80,6,12,26,7,1,1,16.0,0.125,0.2708333333333333,0.010416666666666666,llama3-latest,halueval,0,"Qwirkle and Evo, are which type of entertainment?"
135,113,6,13,21,11,4,7,22.5,0.0962962962962963,0.15555555555555556,0.05185185185185185,llama3-latest,halueval,0,This journalist wrote Diary of a Chav and has her own weekly opinion column in The Independent.
74,49,6,3,8,1,1,8,12.333333333333334,0.04054054054054054,0.10810810810810811,0.10810810810810811,llama3-latest,halueval,0,"Dongxing, Guangxi and Xi'an District, Liaoyuan, are in which country?"
138,112,8,9,27,13,4,10,17.25,0.06521739130434782,0.1956521739130435,0.07246376811594203,llama3-latest,halueval,0,Are Daboecia and Gomphocarpus both types of plant?
25,23,1,3,1,0,0,3,25.0,0.12,0.04,0.12,llama3-latest,halueval,0,What state does First East Branch Magalloway River and Kennebec River have in common?
9,8,1,1,0,0,0,2,9.0,0.1111111111111111,0.0,0.2222222222222222,llama3-latest,halueval,0,"he Central Harbourfront is a waterfront site it is the result of Central and Wan Chai Reclamation, and it sits to the east of the International Finance Centre (IFC), a skyscraper and an integrated commercial development on the waterfront of the Central District, of which territory?"
48,41,2,3,5,1,1,8,24.0,0.0625,0.10416666666666667,0.16666666666666666,llama3-latest,halueval,0,Where did the winner of the 2017 Major League Baseball Home Run Derby play college baseball?
69,52,4,2,6,5,1,14,17.25,0.028985507246376812,0.08695652173913043,0.2028985507246377,llama3-latest,halueval,0,Are The Cure and Headstones from the same country?
137,93,6,14,15,3,5,16,22.833333333333332,0.10218978102189781,0.10948905109489052,0.11678832116788321,llama3-latest,halueval,0,"Which Disney film was released first,  Monkeys, Go Home! or Robin Hood?"
175,117,9,22,18,5,7,11,19.444444444444443,0.12571428571428572,0.10285714285714286,0.06285714285714286,llama3-latest,halueval,0,"Skagboys is a 2012 novel by Scottish writer Irvine Welsh, it is a prequel to his 2002 sequel, which novel published in 2002 by Scottish writer Irvine Welsh, and is the sequel to ""Trainspotting""?"
145,123,7,9,32,9,6,7,20.714285714285715,0.06206896551724138,0.2206896551724138,0.04827586206896552,llama3-latest,halueval,0,What type of chemist was the American who was a fellow of a United states nonprofit governmental organization?
203,139,8,11,47,10,7,21,25.375,0.054187192118226604,0.2315270935960591,0.10344827586206896,llama3-latest,halueval,0,By how many days per decade has the melt season lengthened in the shallowest of the world's major oceans?
121,64,4,8,18,6,2,20,30.25,0.06611570247933884,0.1487603305785124,0.1652892561983471,llama3-latest,halueval,0,"Who would have more American film credits, Stefan Ruzowitzky or Jeremy Kagan?"
128,106,5,19,18,10,2,5,25.6,0.1484375,0.140625,0.0390625,llama3-latest,halueval,0,What was the name of the debut album of the Hertfordshire-based rock band was signed to record label Infectious Music?
30,20,1,3,5,0,1,5,30.0,0.1,0.16666666666666666,0.16666666666666666,llama3-latest,halueval,0,Pay the Ghost starred which actress who had a role in Prison Break?
76,57,4,6,10,6,1,11,19.0,0.07894736842105263,0.13157894736842105,0.14473684210526316,llama3-latest,halueval,0,"Which occurred earlier, Operation Grenade or Lorraine Campaign?"
69,51,3,5,10,4,0,10,23.0,0.07246376811594203,0.14492753623188406,0.14492753623188406,llama3-latest,halueval,0,"What actor born in 1934 starred in Me, Myself and I?"
134,111,5,11,19,8,4,11,26.8,0.08208955223880597,0.1417910447761194,0.08208955223880597,llama3-latest,halueval,0,Henry of Almain was the song of one of the wealthiest men in Europe who joined what?
7,5,1,1,1,0,0,1,7.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,llama3-latest,halueval,0,"The Fate of the House of Habsburg, is a 1928 German silent drama film, it s based on the Mayerling incident, the series of events leading to the apparent murder–suicide of Rudolf, Crown Prince of Austria, and his lover, Baroness Mary Vetsera, in which year?"
109,86,5,13,15,9,2,6,21.8,0.11926605504587157,0.13761467889908258,0.05504587155963303,llama3-latest,halueval,0,"Cohousing is a community designed around a shared space, an example being Sættedammen in which country?"
93,72,4,6,6,6,1,10,23.25,0.06451612903225806,0.06451612903225806,0.10752688172043011,llama3-latest,halueval,0,What is the French name of the bay into which the Big Salon River flows?
14,11,1,1,1,0,1,3,14.0,0.07142857142857142,0.07142857142857142,0.21428571428571427,llama3-latest,halueval,0,"The 2009 Valencian GP2 round was the seventh round of the 2009 GP2 Series season, past Winners include last year's Campos duo Vitaly Petrov and who?"
25,18,1,1,2,0,0,5,25.0,0.04,0.08,0.2,llama3-latest,halueval,0,Dan Laustsen was in what movie that was directed by Stephen Norrington?
33,27,3,1,5,3,0,5,11.0,0.030303030303030304,0.15151515151515152,0.15151515151515152,llama3-latest,halueval,0,"Which film director is from Germany, Peter Schamoni or Norman Z. McLeod?"
